,Word,Pron,Log_Freq_HAL,Log_Freq_SUBTLEX,aoa
9715,cutters,k?d?z,6.38,1.78,7.95
9716,cutthroat,k?t��rot,5.33,1.63,10.76
9717,cutting,k?dI?,9.53,3.05,4.43
9718,cuttings,k?dI?z,6.13,0.9,NaN
9719,cyanide,s??n?d,6.77,1.97,14.0
9720,cycle,s?kl,9.93,2.48,7.5
9721,cycled,s?kld,5.69,0.95,7.5
9722,cycles,s?klz,8.74,1.83,7.5
9723,cyclic,s?klIk,6.72,1.0,12.2
9724,cyclist,s?klIst,6.93,0.78,8.56
9725,cyclone,s?klon,7.97,1.4,9.58
9726,Cyclops,s?kl��ps,7.14,1.82,NaN
9727,cymbal,sImbl,5.95,1.15,9.94
9728,cynic,sInIk,6.73,1.76,13.07
9729,cynics,sInIks,5.65,1.11,13.07
9730,Cynthia,sIn��!?,7.78,2.6,NaN
9731,cypress,s?pr?s,7.23,1.59,NaN
9732,Cyprian,sIpr!?n,3.09,,NaN
9733,Cyprus,s?pr?s,8.33,1.99,NaN
9734,czarship,z��r��Ip,,,NaN
9735,dabbing,d?bI?,3.5,0.78,6.72
9736,dabble,d?bl,5.33,1.48,10.21
9737,dabbled,d?bld,5.05,1.11,10.21
9738,dabbles,d?blz,3.37,0.7,10.21
9739,dachshund,d?ksh?nd,5.58,1.28,9.17
9740,dactyls,d?kt?lz,0.69,,NaN
9741,daddy,d?d!,8.74,3.98,2.56
9742,daddy's,d?d!z,7.06,,NaN
9743,dagger,d?g?,7.52,2.4,8.44
9744,daily,del!,10.57,2.9,6.0
9745,dainty,dend!,5.51,1.79,8.76
9746,dairy,d?r!,7.89,2.16,6.85
9747,daisies,dez!z,5.7,1.9,5.55
9748,daisy,dez!,7.19,2.84,5.55
9749,Dali,d��l!,6.53,1.04,NaN
9750,Dallas,d?l?s,9.81,2.85,NaN
9751,dalliance,d?l!?ns,3.74,1.08,14.5
9752,dally,d?l!,3.89,1.6,NaN
9753,Dalton,d?ltn,7.15,2.29,NaN
9754,damage,d?m??,10.66,3.23,7.2
9755,damaged,d?m??d,8.96,2.67,7.2
9756,damask,d?m?sk,5.22,0.85,14.0
9757,damning,d?mI?,6.18,1.36,8.3
9758,dampen,d?mp?n,5.84,1.23,10.21
9759,dampened,d?mp?nd,4.94,0.9,10.21
9760,damper,d?mp?,6.18,1.64,9.5
9761,dampness,d?mpn?s,4.86,0.9,8.47
9762,damsel,d?mzl,5.61,1.66,7.83
9763,Dana,den?,8.62,2.8,NaN
9764,Dana's,den?z,4.3,,NaN
9765,dancelike,d?nsl?k,,,NaN
9766,dancer,d?ns?,8.0,2.92,6.0
9767,dancers,d?ns?z,8.13,2.44,6.0
9768,dances,d?ns?z,8.08,2.48,4.63
9769,dancing,d?nsI?,9.44,3.44,4.09
9770,dandruff,d?ndr?f,5.37,1.62,10.74
9771,dandy,d?nd!,7.11,2.35,7.94
9772,danger,den??,9.45,3.35,4.61
9773,dangers,den??z,7.99,2.12,4.61
9774,dangle,d??gl,5.62,1.84,6.89
9775,dangled,d??gld,5.4,1.04,6.89
9776,Daniel,d?ny?l,10.25,3.05,NaN
9777,Danish,denI��,7.71,2.05,NaN
9778,Danny,d?n!,8.9,3.62,NaN
9779,Dante,d��nte,6.94,2.42,NaN
9780,Dante's,d��ntez,5.12,,NaN
9781,Danube,d?nyub,5.89,1.51,NaN
9782,Daphne,d?fn!,6.17,2.95,NaN
9783,dapper,d?p?,3.85,1.46,12.08
9784,dapple,d?pl,3.09,,NaN
9785,dappled,d?pld,4.08,0.48,10.84
9786,daresay,d?rse,5.58,1.42,12.33
9787,daring,d?rI?,7.32,2.33,9.11
9788,darken,d��rk?n,5.6,1.32,6.85
9789,darkened,d��rk?nd,6.57,1.61,6.74
9790,darker,d��rk?,7.9,2.15,3.74
9791,darkest,d��rkIst,6.67,2.16,3.74
9792,darkhaired,d��rkh?rd,1.79,,NaN
9793,darkly,d��rkl!,5.85,0.9,NaN
9794,darkness,d��rkn?s,9.44,2.95,4.83
9795,darkroom,d��rkrum,6.48,1.65,11.67
9796,Darlene,d��rl!n,6.06,,NaN
9797,darling,d��rlI?,7.79,3.82,5.79
9798,darling's,d��rlI?z,2.2,,NaN
9799,darning,d��rnI?,3.93,0.78,8.0
9800,dartboard,d��rtb?rd,3.85,0.85,8.44
9801,darted,d��rd?d,5.46,0.48,7.38
9802,darting,d��rdI?,5.28,1.08,7.38
9803,Dartmouth,d��rtm?��,7.55,,NaN
9804,Darwin,d��rwIn,7.84,2.08,NaN
9805,Darwin's,d��rwInz,5.81,,NaN
9806,dashboard,d?��b?rd,6.17,1.71,9.21
9807,dashes,d?��?z,6.09,1.04,7.74
9808,dashing,d?��I?,6.37,2.06,9.26
9809,data,ded?,12.23,3.12,10.42
9810,dated,ded?d,9.16,2.78,5.84
9811,dateline,detl?n,6.34,1.26,NaN
9812,dating,dedI?,8.65,3.23,5.84
9813,datum,ded?m,6.51,,NaN
9814,daughter,d?d?,9.88,3.94,4.95
9815,daughter's,d?d?z,7.29,,NaN
9816,daughters,d?d?z,8.22,2.71,4.95
9817,daunted,d?nd?d,4.56,0.7,NaN
9818,daunting,d?ndI?,6.49,1.23,11.56
9819,dauntless,d?ntl?s,4.41,0.9,13.8
9820,dauphin,d?fIn,5.78,1.4,14.86
9821,David,devId,11.84,3.72,NaN
9822,David's,devIdz,7.28,,NaN
9823,dawdle,d?dl,3.69,1.49,10.31
9824,dawning,d?nI?,5.53,1.59,NaN
9825,daybed,deb?d,2.08,0.3,9.67
9826,daybreak,debrek,4.83,1.85,8.1
9827,daydream,dedr!m,5.84,1.7,7.74
9828,daydreamed,dedr!md,2.94,0.6,7.74
9829,daylight,del?t,7.64,2.69,4.94
9830,daylight's,del?ts,,,NaN
9831,dayroom,derum,1.95,,NaN
9832,daytime,det?m,8.01,2.29,5.1
9833,dazzle,d?zl,5.53,1.72,7.79
9834,dazzled,d?zld,4.88,1.45,7.79
9835,dazzles,d?zlz,2.64,0.95,7.79
9836,deacon,d!k?n,6.18,2.17,11.28
9837,deacons,d!k?nz,5.15,0.9,11.28
9838,deaden,d?dn,4.51,0.95,10.69
9839,deadened,d?dnd,3.71,0.7,10.69
9840,deadheads,d?dh?dz,5.97,0.6,12.87
9841,deadline,d?dl?n,8.75,2.48,9.56
9842,deadlines,d?dl?nz,7.39,1.52,9.56
9843,deadlock,d?dl��k,6.35,0.7,11.89
9844,deadly,d?dl!,8.59,2.7,6.11
9845,deadness,d?dn?s,2.48,,NaN
9846,deadpan,d?dp?n,4.88,0.78,15.36
9847,deadweight,d?dwet,3.5,0.78,11.1
9848,deadwood,d?dw?d,4.45,1.89,NaN
9849,deafen,d?fn,4.25,0.48,8.55
9850,deafened,d?fnd,4.03,0.6,NaN
9851,dealer,d!l?,9.78,2.92,9.39
9852,dealer's,d!l?z,6.82,,NaN
9853,dealers,d!l?z,9.33,2.43,9.39
9854,dealing,d!lI?,9.98,3.16,6.0
9855,dealings,d!lI?z,7.45,1.97,NaN
9856,Dearborn,dIrb?rn,6.55,1.48,NaN
9857,dearer,dIr?,3.89,1.15,5.55
9858,dearest,dIrIst,6.37,2.56,5.55
9859,dearie,dIr!,4.96,1.98,NaN
9860,dearly,dIrl!,7.09,2.4,8.41
9861,deary,dIr!,4.29,1.3,NaN
9862,deathbed,d?��b?d,5.85,1.84,9.47
9863,deathblow,d?��blo,5.38,,NaN
9864,deathly,d?��l!,5.29,1.46,9.62
9865,deathward,d?��w?rd,3.0,,NaN
9866,deathwatch,d?��w��?,5.48,1.15,NaN
9867,debark,dIb��rk,2.3,0.6,12.24
9868,debase,dIbes,4.47,0.85,14.0
9869,debate,dIbet,10.2,2.68,9.56
9870,debates,dIbets,8.02,1.43,9.56
9871,debauch,dIb??,2.83,0.6,15.15
9872,debit,d?b?t,6.5,0.95,14.26
9873,debone,d!bon,1.61,0.6,10.74
9874,debrief,d!br!f,3.81,1.77,13.11
9875,debris,debr!,7.47,2.2,11.22
9876,debtor,d?d?,5.73,1.23,12.29
9877,debug,d!b?g,8.75,1.04,13.17
9878,debunk,d!b??k,5.99,0.85,13.78
9879,debut,debyu,7.99,2.12,10.58
9880,debuts,debyuz,5.12,0.7,10.58
9881,decade,d?ked,8.85,2.39,10.16
9882,decades,d?kedz,8.98,2.31,10.16
9883,decamp,dIk?mp,4.14,0.3,13.64
9884,decant,dIk?nt,3.81,,NaN
9885,decay,dIke,8.18,2.03,8.79
9886,decayed,dIked,5.56,1.08,8.79
9887,decays,dIkez,6.18,0.7,8.79
9888,decease,dIs!s,4.08,0.48,10.0
9889,deceased,dIs!st,7.57,2.51,10.83
9890,deceit,dIs!t,6.83,1.98,10.95
9891,deceit's,dIs!ts,,,NaN
9892,deceive,dIs!v,7.17,2.24,8.68
9893,deceived,dIs!vd,6.8,2.19,8.68
9894,deceives,dIs!vz,4.08,0.9,8.68
9895,decent,d!snt,10.04,3.16,7.47
9896,decide,dIs?d,10.49,3.41,7.2
9897,decides,dIs?dz,8.85,2.61,7.2
9898,deckhand,d?kh?nd,1.95,1.0,NaN
9899,decking,d?kI?,4.51,0.7,6.45
9900,declaimed,dIklemd,2.77,,NaN
9901,declare,dIkl?r,9.03,2.59,10.74
9902,declared,dIkl?rd,9.29,2.52,10.74
9903,declares,dIkl?rz,7.56,1.54,10.74
9904,decline,dIkl?n,8.71,2.18,9.74
9905,declined,dIkl?nd,7.99,1.91,9.74
9906,declines,dIkl?nz,6.64,1.15,9.74
9907,decode,d!kod,8.44,1.75,10.68
9908,decor,dek?r,6.35,1.72,10.89
9909,decoy,d!k?,5.89,2.26,9.44
9910,decrease,d!kr!s,8.77,1.79,8.56
9911,decreased,dIkr!st,8.0,1.66,NaN
9912,decree,dIkr!,7.67,2.0,11.32
9913,decreed,dIkr!d,6.27,1.43,11.32
9914,decrees,dIkr!z,6.16,1.26,11.32
9915,decried,dIkr?d,5.33,,NaN
9916,decries,dIkr?z,3.99,,NaN
9917,decry,dIkr?,5.79,,NaN
9918,deduce,dIdus,6.69,1.48,13.0
9919,deduced,dIdust,6.34,1.32,13.0
9920,deduct,dId?kt,7.05,1.75,10.84
9921,deeming,d!mI?,4.16,0.48,10.28
9922,deepen,d!p?n,5.56,1.15,9.21
9923,deepened,d!p?nd,5.39,0.6,9.21
9924,deeper,d!p?,8.85,2.81,5.47
9925,deepest,d!pIst,7.34,2.39,5.47
9926,deeply,d!pl!,8.98,2.87,NaN
9927,deerskin,dIrskIn,3.97,0.3,NaN
9928,deerskins,dIrskInz,,,NaN
9929,deface,dIfes,3.64,0.78,12.32
9930,defame,dIfem,6.03,0.3,12.05
9931,default,dIf?lt,10.3,1.72,10.85
9932,defeat,dIf!t,8.94,2.76,8.74
9933,defeats,dIf!ts,7.23,1.68,8.74
9934,defect,d!f?kt,7.94,2.1,10.26
9935,defects,d!f?kts,8.17,1.79,10.26
9936,defence,dIf?ns,8.83,2.61,7.84
9937,defend,dIf?nd,9.63,2.98,8.16
9938,defends,dIf?ndz,6.61,1.7,8.16
9939,defense,dIf?ns,10.36,3.22,8.8
9940,defer,dIf?,6.64,1.49,11.88
9941,deferred,dIf?d,6.61,1.11,11.88
9942,defiance,dIf??ns,6.64,1.76,12.35
9943,defiant,dIf??nt,7.02,1.68,10.45
9944,defied,dIf?d,5.54,1.73,9.78
9945,defile,dIf?l,5.16,1.26,12.5
9946,define,dIf?n,10.1,2.5,8.53
9947,defined,dIf?nd,10.14,1.95,8.53
9948,defines,dIf?nz,8.59,1.66,8.53
9949,deflate,dIflet,5.5,1.15,8.78
9950,deflect,dIfl?kt,6.26,1.45,10.06
9951,deflower,d!fl?r,3.18,0.85,13.7
9952,deform,dIf?rm,5.0,0.85,11.26
9953,defraud,dIfr?d,5.62,1.3,12.39
9954,defray,dIfre,5.65,0.7,14.36
9955,defrost,d!fr?st,5.74,1.34,7.8
9956,deftness,d?ftn?s,1.79,0.3,11.65
9957,defunct,dIf??kt,7.35,1.26,11.67
9958,defuse,dIfyuz,5.46,1.59,12.1
9959,defy,dIf?,7.02,2.2,9.78
9960,Degas,deg��,4.62,1.59,NaN
9961,degassed,d?g��d,2.2,,NaN
9962,degrade,dIgred,7.09,1.54,11.5
9963,degree,dIgr!,10.65,2.88,10.35
9964,degrees,dIgr!z,9.8,2.96,10.35
9965,dehorn,d!h?rn,1.1,,NaN
9966,deify,d!?f?,3.95,0.3,13.0
9967,deities,d!?d!z,6.99,1.04,13.0
9968,deity,d!?d!,7.7,1.46,13.0
9969,deject,dI??kt,0.69,0.3,12.33
9970,delay,dIle,9.48,2.75,8.78
9971,delayed,dIled,8.51,2.44,8.78
9972,delays,dIlez,8.24,1.92,8.78
9973,delete,dIl!t,9.84,1.96,7.78
9974,Delhi,d?l!,7.96,1.58,NaN
9975,delight,dIl?t,8.07,2.46,8.68
9976,delights,dIl?ts,6.46,1.58,8.68
9977,delouse,d!l?s,1.1,0.7,12.79
9978,deloused,d!l?st,2.3,0.78,12.79
9979,Delphi,d?lf?,9.23,,NaN
9980,Delphic,d?lfIk,5.41,,NaN
9981,delta,d?lt?,8.9,2.63,11.11
9982,deltas,d?lt?z,6.2,0.85,11.11
9983,deltoid,d?lt?d,3.81,0.85,NaN
9984,deltoids,d?lt?dz,4.08,0.9,NaN
9985,delude,dIlud,5.72,1.36,13.28
9986,deluge,d?lyu?,6.58,1.32,13.68
9987,deluged,d?lyu?d,5.35,0.78,13.68
9988,deluxe,d?l?ks,8.46,2.0,9.79
9989,delving,d?lvI?,5.65,0.95,11.5
9990,demand,dIm?nd,10.16,2.94,7.83
9991,demands,dIm?ndz,9.04,2.7,7.83
9992,demean,dIm!n,5.73,1.28,13.11
9993,demeans,dIm!nz,4.13,0.85,13.11
9994,dement,dIm?nt,4.33,0.3,15.25
9995,demise,dIm?z,7.75,1.94,10.67
9996,demo,d?mo,10.11,2.23,11.21
9997,demon,d!m?n,9.1,3.2,7.16
9998,demon's,d!m?nz,5.3,,NaN
9999,demons,d!m?nz,8.14,2.84,7.16
10000,demote,dImot,3.99,0.48,12.89
10001,demure,dImy?r,4.96,1.32,12.78
10002,denial,dIn??l,8.54,2.43,9.45
10003,denials,dIn??lz,6.25,1.2,9.45
10004,denied,dIn?d,9.27,2.77,7.8
10005,denier,d?ny?,5.06,,NaN
10006,denies,dIn?z,7.81,1.99,7.8
10007,denim,d?n?m,6.36,1.53,8.22
10008,Denmark,d?nm��rk,8.67,1.83,NaN
10009,Dennis,d?nIs,9.73,2.93,NaN
10010,Denny's,d?n!z,5.91,,NaN
10011,denote,dInot,6.89,0.7,11.24
10012,denotes,dInots,7.07,0.95,11.24
10013,denounce,dIn?ns,6.79,1.65,12.16
10014,denounced,dIn?nst,6.81,1.49,12.16
10015,densest,d?nsIst,3.99,0.6,10.2
10016,dental,d?ndl,8.63,2.5,7.21
10017,dented,d?nd?d,6.32,1.59,7.33
10018,denting,d?ndI?,4.14,0.9,7.33
10019,dentist,d?ndIst,7.3,2.76,5.22
10020,dentist's,d?nt?sts,4.92,,NaN
10021,dentists,d?ndIsts,6.52,1.73,5.22
10022,denture,d?n??,3.58,1.04,10.16
10023,dentures,d?n??z,5.26,1.52,10.16
10024,Denver,d?nv?,9.15,2.63,NaN
10025,Denver's,d?nv?z,4.81,,NaN
10026,deny,dIn?,9.48,3.04,7.8
10027,depart,dIp��rt,7.31,2.04,9.89
10028,departs,dIp��rts,5.93,1.36,9.89
10029,depend,dIp?nd,9.25,2.7,8.5
10030,depends,dIp?ndz,10.31,3.16,8.5
10031,depict,dIpIkt,6.56,1.45,11.5
10032,deplane,d!plen,2.08,0.48,10.92
10033,deplete,dIpl!t,5.48,0.9,12.53
10034,deplore,dIpl?r,5.91,1.11,12.4
10035,deplored,dIpl?rd,4.44,,NaN
10036,deplores,dIpl?rz,4.09,0.48,12.4
10037,deploy,dIpl?,7.3,2.13,12.44
10038,deployed,dIpl?d,7.43,1.95,12.44
10039,deport,dIp?rt,5.56,1.61,12.65
10040,depose,dIpoz,4.55,1.34,13.56
10041,depot,d!po,7.28,2.18,9.11
10042,depots,d!poz,4.72,1.18,9.11
10043,deprave,dIprev,3.0,0.6,10.88
10044,depraved,dIprevd,6.16,1.82,NaN
10045,depress,dIpr?s,6.14,1.57,9.75
10046,depressed,dIpr?st,8.34,2.92,9.47
10047,deprive,dIpr?v,6.99,1.83,9.37
10048,deprived,dIpr?vd,7.63,2.0,9.37
10049,derail,d!rel,5.6,1.48,10.67
10050,derails,d!relz,2.83,0.78,10.67
10051,derange,dIren?,3.18,,NaN
10052,deranged,dIren?d,6.67,2.06,NaN
10053,derby,d?b!,7.22,2.05,10.45
10054,deride,dIr?d,5.15,0.78,12.5
10055,derive,dIr?v,7.92,1.56,12.0
10056,derived,dIr?vd,9.33,1.73,12.0
10057,derives,dIr?vz,7.32,1.18,12.0
10058,dervish,d?vI��,7.77,1.18,14.13
10059,Descartes,dek��rt,6.58,1.04,NaN
10060,descend,dIs?nd,6.96,2.0,9.19
10061,descends,dIs?ndz,6.02,1.56,9.19
10062,descent,dIs?nt,8.84,2.12,9.84
10063,describe,dIskr?b,10.04,2.94,7.67
10064,described,dIskr?bd,10.36,2.67,7.67
10065,describes,dIskr?bz,9.37,1.91,7.67
10066,desert,d?z?t,9.77,3.15,8.35
10067,deserts,d?z?ts,6.74,1.66,8.35
10068,deserve,dIz?v,9.39,3.35,7.94
10069,deserved,dIz?vd,8.05,2.71,7.94
10070,deserves,dIz?vz,8.83,2.91,7.94
10071,design,dIz?n,11.61,2.92,10.05
10072,designed,dIz?nd,10.67,2.95,10.05
10073,designs,dIz?nz,9.41,2.22,10.05
10074,desire,dIz?r,10.05,3.01,9.95
10075,desired,dIz?rd,9.85,2.06,9.95
10076,desires,dIz?rz,8.68,2.4,9.95
10077,desist,dIzIst,6.46,1.7,13.33
10078,deskwork,d?skw?k,,,NaN
10079,despair,dIsp?r,8.26,2.48,9.56
10080,despise,dIsp?z,7.26,2.36,12.38
10081,despised,dIsp?zd,6.55,1.81,12.38
10082,despite,dIsp?t,10.17,2.82,9.11
10083,despoil,dIsp?l,3.33,0.48,15.62
10084,despoiled,dIsp?ld,3.37,,NaN
10085,despot,d?sp��t,5.51,1.08,13.5
10086,despots,d?sp��ts,4.53,0.6,13.5
10087,dessert,dIz?t,7.23,2.85,5.61
10088,desserts,dIz?ts,6.37,1.83,5.61
10089,destine,d?st?n,4.25,0.3,12.5
10090,destined,d?st?nd,7.59,2.32,12.5
10091,destroy,dIstr?,9.77,3.38,6.7
10092,destroyed,dIstr?d,9.59,3.2,6.7
10093,destroyer,dIstr??,7.67,2.27,7.74
10094,destroyers,dIstr??z,6.84,1.71,7.74
10095,destruct,dIstr?kt,6.41,1.51,8.81
10096,detach,dIt??,6.37,1.54,9.22
10097,detached,dIt??t,7.09,1.9,NaN
10098,detail,dItel,9.95,3.0,9.79
10099,detailed,dIteld,9.96,2.3,7.0
10100,details,dItelz,11.14,3.17,9.79
10101,detain,dIten,5.72,1.97,12.28
10102,detained,dItend,7.6,2.1,12.28
10103,detect,dIt?kt,9.12,2.42,9.53
10104,detente,det��nt,4.45,0.6,15.44
10105,deter,dIt?,7.15,1.32,12.24
10106,detest,dIt?st,6.16,1.87,10.47
10107,dethrone,d!��ron,5.04,0.78,10.94
10108,detour,d!t?r,5.92,2.03,9.11
10109,detoured,d!t?rd,4.03,0.6,10.56
10110,detours,d!t?rz,4.43,1.11,9.11
10111,detract,dItr?kt,6.58,0.9,12.84
10112,detrain,d!tren,2.08,0.3,13.0
10113,Detroit,dItr?t,8.99,2.73,NaN
10114,Detroit's,dItr?ts,4.23,,NaN
10115,Deutschmark,d??m��rk,3.61,,NaN
10116,deviance,d!v!?ns,4.69,0.6,14.59
10117,deviant,d!v!?nt,6.43,1.74,14.12
10118,deviants,d!v!?nts,5.32,1.11,14.12
10119,device,dIv?s,10.8,2.97,8.06
10120,devil,d?vl,9.02,3.32,5.0
10121,devil's,d?vlz,7.57,,NaN
10122,devils,d?vlz,8.4,2.43,5.0
10123,devious,d!v!?s,6.8,1.95,9.79
10124,devise,dIv?z,7.02,1.52,10.75
10125,devised,dIv?zd,7.29,1.88,10.75
10126,devoid,dIv?d,7.14,1.57,12.19
10127,devote,dIvot,7.47,2.0,9.58
10128,devour,dIv?r,5.91,1.74,10.18
10129,devoured,dIv?rd,5.91,1.67,10.18
10130,devout,dIv?t,6.7,1.59,10.44
10131,dewdrop,dudr��p,3.14,0.95,8.68
10132,dewdrops,dudr��ps,2.64,1.0,8.68
10133,Dewey,du!,6.83,,NaN
10134,dewy,du!,4.29,1.11,10.17
10135,Dexter,d?kst?,6.76,2.53,NaN
10136,Dexter's,d?kst?z,3.71,,NaN
10137,dextrous,d?kstr?s,4.11,,NaN
10138,Dharma,d��rm?,7.3,1.48,NaN
10139,diagnose,d??gnos,7.28,1.73,10.72
10140,diagnosed,d??gnost,8.01,2.15,10.72
10141,diagram,d??gr?m,8.08,1.82,9.63
10142,diagrammed,d??gr?md,3.66,0.48,NaN
10143,diagrams,d??gr?mz,7.87,1.32,9.63
10144,dialect,d??l?kt,7.73,1.84,11.5
10145,dialects,d??l?kts,7.47,1.26,11.5
10146,dialing,d??lI?,8.13,1.81,6.68
10147,dialogue,d??l?g,8.97,2.32,11.0
10148,dialogues,d??l?gz,6.34,0.9,11.0
10149,diamond,d?m?nd,9.81,3.02,6.47
10150,diamonds,d?m?ndz,7.82,2.94,6.47
10151,Diane,d??n,8.63,2.86,NaN
10152,Diane's,d??nz,5.62,,NaN
10153,diaper,d?p?,7.0,2.34,3.4
10154,diapers,d?p?z,7.1,2.43,3.4
10155,diaphragm,d??fr?m,6.0,2.03,12.58
10156,diaphragms,d??fr?mz,4.13,0.48,12.58
10157,diaries,d??r!z,6.8,1.65,7.72
10158,diarrhea,d??r!?,7.1,2.09,NaN
10159,diarrhoea,d??r!?,4.82,1.3,NaN
10160,diary,d??r!,7.89,2.66,7.72
10161,diatribe,d??tr?b,6.76,1.18,15.27
10162,dicey,d?s!,4.8,1.51,12.65
10163,Dickens,dIkInz,6.79,2.03,NaN
10164,dictate,dIktet,7.75,1.95,10.26
10165,dictates,dIktets,7.36,1.63,10.26
10166,diction,dIk��n,5.45,1.42,13.06
10167,dictum,dIkt?m,5.52,0.3,16.43
10168,didn't,dIdnt,12.26,,NaN
10169,diehard,d?h��rd,6.27,0.78,12.0
10170,diehards,d?h��rdz,4.68,,NaN
10171,diesel,d!zl,8.09,2.13,11.67
10172,differ,dIf?,8.92,2.1,9.0
10173,differed,dIf?d,6.32,1.08,9.0
10174,difference,dIfr?ns,11.22,3.61,7.35
10175,different,dIfr?nt,12.32,4.03,5.5
10176,differs,dIf?z,7.84,1.3,9.0
10177,diffract,dIfr?kt,1.61,,NaN
10178,diffuse,dIfyus,6.6,1.71,11.17
10179,diffused,dIfyuzd,5.87,1.11,11.17
10180,digest,d???st,9.56,2.23,9.0
10181,digger,dIg?,5.86,2.39,8.12
10182,digging,dIgI?,8.41,2.83,4.19
10183,digit,dI?It,8.11,1.49,9.26
10184,digress,d?gr?s,7.2,1.11,14.61
10185,Dijon,d!?��n,5.28,,NaN
10186,dilate,d?let,4.71,1.11,12.95
10187,dilates,d?lets,3.53,0.48,12.95
10188,dilute,d?lut,6.81,1.3,12.11
10189,dimesize,d?mz?z,,,NaN
10190,dimly,dIml!,6.23,1.11,NaN
10191,dimple,dImpl,5.44,1.3,7.84
10192,dimwit,dImwIt,5.06,1.59,9.69
10193,diner,d?n?,6.94,2.8,6.83
10194,dingdong,dI?d��?,2.08,0.6,4.26
10195,dinghy,dI?g!,5.2,1.57,10.67
10196,dingle,dI?gl,4.73,1.11,12.22
10197,dingo,dI?go,5.81,1.83,11.29
10198,dingy,dIn?!,5.39,1.51,8.65
10199,dining,d?nI?,7.89,2.78,6.8
10200,dinky,dI?k!,5.98,1.72,8.65
10201,dinner,dIn?,9.48,4.01,3.99
10202,dinners,dIn?z,6.59,2.38,3.99
10203,diocese,d??sIs,5.95,1.62,11.07
10204,diphthong,dIf��??,4.32,0.7,11.0
10205,dipole,d?pol,6.33,,NaN
10206,dipoles,d?polz,5.35,,NaN
10207,dipper,dIp?,5.46,1.53,7.72
10208,dipping,dIpI?,6.65,1.83,7.0
10209,dipstick,dIpstIk,5.1,1.42,10.78
10210,dipswitch,dIpswI?,3.69,,NaN
10211,direct,d?r?kt,10.91,3.09,9.68
10212,directs,d?r?kts,7.0,1.28,9.68
10213,direful,d?rfl,,,14.25
10214,dirty,d?d!,9.55,3.53,4.55
10215,disarm,dIs��rm,6.9,2.04,10.11
10216,disarmed,dIs��rmd,7.12,1.68,10.11
10217,disband,dIsb?nd,5.55,1.45,11.05
10218,disbar,dIsb��r,2.4,0.7,14.06
10219,disbursed,dIsb?st,4.06,0.3,NaN
10220,discard,dIsk��rd,8.14,1.75,10.42
10221,discern,dIs?n,6.96,1.26,12.79
10222,discerned,dIs?nd,5.32,0.48,12.79
10223,discharge,dIs?��r?,7.97,2.52,10.74
10224,discharged,dIs?��r?d,6.78,2.36,10.74
10225,disclaim,dIsklem,5.94,0.78,12.89
10226,disclaimed,dIsklemd,5.41,,NaN
10227,disclose,dIskloz,6.97,1.95,11.72
10228,disclosed,dIsklozd,7.04,1.62,11.72
10229,disco,dIsko,7.6,2.47,10.53
10230,discord,dIsk?rd,5.98,1.72,12.41
10231,discount,dIsk?nt,9.44,2.39,9.5
10232,discounts,dIsk?nts,8.45,1.34,9.5
10233,discourse,dIsk?rs,8.08,1.32,12.4
10234,discreet,dIskr!t,7.71,2.32,11.89
10235,discrete,dIskr!t,8.13,1.26,11.61
10236,discus,dIsk?s,5.99,1.11,9.53
10237,discuss,dIsk?s,10.32,3.37,7.89
10238,discussed,dIsk?st,9.95,2.73,7.89
10239,disdain,dIsden,6.72,1.45,13.44
10240,disdains,dIsdenz,3.58,0.48,13.44
10241,disease,dIz!z,10.05,3.13,7.55
10242,diseased,dIz!zd,6.14,1.77,9.89
10243,disgrace,dIsgres,7.14,2.61,8.22
10244,disgraced,dIsgrest,4.63,1.92,NaN
10245,disguise,dIsg?z,7.67,2.6,8.67
10246,disguised,dIsg?zd,7.37,2.13,8.67
10247,disgust,dIsg?st,7.56,2.15,7.68
10248,dishcloth,dI��kl?��,2.2,,NaN
10249,dishes,dI��?z,8.13,2.78,4.89
10250,dishful,dI��f?l,,,NaN
10251,disjoint,dIs??nt,5.19,0.48,11.67
10252,disking,dIskI?,1.39,,NaN
10253,dislike,dIsl?k,8.58,2.3,5.42
10254,disliked,dIsl?kt,6.99,1.46,5.42
10255,dislikes,dIsl?ks,6.86,1.51,5.42
10256,dislodge,dIsl��?,5.65,1.15,11.05
10257,dislodged,dIsl��?d,4.84,1.2,11.05
10258,disloyal,dIsl??l,4.73,1.7,10.58
10259,dismal,dIzml,6.85,1.69,10.56
10260,dismay,dIsme,6.89,1.38,10.9
10261,dismayed,dIsmed,6.39,1.36,NaN
10262,dismiss,dIsmIs,8.01,2.45,8.15
10263,dismissed,dIsmIst,8.18,2.79,8.15
10264,dismount,dIsm?nt,5.92,1.87,9.79
10265,disown,dIson,5.57,1.34,11.61
10266,disowned,dIsond,5.35,1.2,11.61
10267,dispatch,dIsp??,7.36,2.55,11.0
10268,dispatched,dIsp??t,6.47,1.91,11.0
10269,dispel,dIsp?l,6.3,1.18,11.39
10270,dispelled,dIsp?ld,5.29,0.7,11.39
10271,dispense,dIsp?ns,6.51,1.85,9.5
10272,dispensed,dIsp?nst,5.88,1.45,9.5
10273,disperse,dIsp?s,6.31,1.96,12.11
10274,dispersed,dIsp?st,6.71,1.34,12.11
10275,displace,dIsples,5.91,1.34,11.1
10276,displaced,dIsplest,7.31,1.67,NaN
